m	n	phi	pmax	batch	rule	threads	t_max_min	mpw	t_mpw_s	error	mew	t_mew_s
9	10	0.5	0.1	0	Plurality	48	30	{0}	288.5802116394043	no-error	(0,)	0.09004378318786621
9	10	0.5	0.1	2	Plurality	48	30	{0}	147.25967049598694	no-error	(0,)	0.09835553169250488
5	19	0.5	0.1	5	Plurality	48	30	{0}	3.2365317344665527	no-error	(0,)	0.08546948432922363
5	19	0.5	0.1	7	Plurality	48	30	{3}	3.316208839416504	no-error	(3,)	0.08305788040161133
5	19	0.5	0.1	9	Plurality	48	30	{0}	3.2819087505340576	no-error	(0,)	0.0866086483001709
5	19	0.5	0.1	0	Plurality	48	30	{1}	3.3249666690826416	no-error	(1,)	0.08400297164916992
5	19	0.5	0.1	2	Plurality	48	30	{1}	3.2803592681884766	no-error	(1,)	0.08043360710144043
5	19	0.5	0.1	4	Plurality	48	30	{1}	3.3297133445739746	no-error	(0, 1)	0.0824894905090332
5	19	0.5	0.1	6	Plurality	48	30	{1}	3.316404342651367	no-error	(1,)	0.08275127410888672
5	19	0.5	0.1	8	Plurality	48	30	{0}	3.326612949371338	no-error	(0,)	0.08427119255065918
11	7	0.5	0.1	3	Plurality	48	30	error	error	unfinished-in-30-min	(2,)	0.1725163459777832
11	7	0.5	0.1	5	Plurality	48	30	error	error	unfinished-in-30-min	(0,)	0.10327386856079102
11	7	0.5	0.1	7	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.10203146934509277
5	19	0.5	0.1	1	Plurality	48	30	{0}	3.272714376449585	no-error	(0,)	0.08225321769714355
11	7	0.5	0.1	9	Plurality	48	30	error	error	unfinished-in-30-min	(2,)	0.1112203598022461
11	7	0.5	0.1	0	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.09427595138549805
11	7	0.5	0.1	2	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.11535978317260742
11	7	0.5	0.1	4	Plurality	48	30	{1}	2733.041046857834	no-error	(1,)	0.10576534271240234
11	7	0.5	0.1	6	Plurality	48	30	error	error	unfinished-in-30-min	(0,)	0.10157489776611328
11	7	0.5	0.1	8	Plurality	48	30	error	error	unfinished-in-30-min	(2,)	0.1213080883026123
11	7	0.5	0.1	1	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.10963559150695801
5	19	0.5	0.1	3	Plurality	48	30	{1}	3.337378978729248	no-error	(1,)	0.08598184585571289
7	16	0.5	0.1	3	Plurality	48	30	{0}	13.830907344818115	no-error	(0,)	0.09109830856323242
7	16	0.5	0.1	5	Plurality	48	30	{4}	11.268420457839966	no-error	(4,)	0.0916910171508789
7	16	0.5	0.1	7	Plurality	48	30	{0}	9.960314989089966	no-error	(0,)	0.09704971313476562
7	16	0.5	0.1	9	Plurality	48	30	{1}	15.810794591903687	no-error	(1, 2)	0.09186530113220215
7	16	0.5	0.1	0	Plurality	48	30	{0}	14.125104665756226	no-error	(0,)	0.09392976760864258
13	4	0.5	0.1	8	Plurality	48	30	error	error	unfinished-in-30-min	(5,)	0.31224536895751953
7	16	0.5	0.1	2	Plurality	48	30	{2}	11.29330849647522	no-error	(2,)	0.09905219078063965
7	16	0.5	0.1	4	Plurality	48	30	{0}	13.601694822311401	no-error	(0,)	0.0945131778717041
7	16	0.5	0.1	6	Plurality	48	30	{2}	15.19723916053772	no-error	(2,)	0.0932912826538086
13	4	0.5	0.1	1	Plurality	48	30	error	error	unfinished-in-30-min	(3,)	0.17696046829223633
13	4	0.5	0.1	3	Plurality	48	30	error	error	unfinished-in-30-min	(2,)	0.15697360038757324
13	4	0.5	0.1	5	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.10593748092651367
13	4	0.5	0.1	7	Plurality	48	30	error	error	unfinished-in-30-min	(0,)	0.13341665267944336
7	16	0.5	0.1	1	Plurality	48	30	{3}	15.161961793899536	no-error	(3,)	0.09489035606384277
13	4	0.5	0.1	9	Plurality	48	30	error	error	unfinished-in-30-min	(5,)	0.16122984886169434
13	4	0.5	0.1	0	Plurality	48	30	error	error	unfinished-in-30-min	(2,)	0.18682217597961426
13	4	0.5	0.1	2	Plurality	48	30	error	error	unfinished-in-30-min	(3,)	0.8076255321502686
13	4	0.5	0.1	4	Plurality	48	30	error	error	unfinished-in-30-min	(3,)	0.7423655986785889
13	4	0.5	0.1	6	Plurality	48	30	error	error	unfinished-in-30-min	(2,)	0.835094690322876
7	16	0.5	0.1	8	Plurality	48	30	{3}	10.867064952850342	no-error	(3,)	0.09817099571228027
9	13	0.5	0.1	7	Plurality	48	30	{1}	1440.7546207904816	no-error	(1,)	0.12089824676513672
9	13	0.5	0.1	0	Plurality	48	30	{0}	973.8674774169922	no-error	(0,)	0.11620426177978516
15	1	0.5	0.1	3	Plurality	48	30	error	error	unfinished-in-30-min	(3,)	3.602755308151245
